ParticipantID,SEX,ParticipantAge,PartnerNumber,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20,NumberChildrenExp,LHYearsLeftToLiv
390,0,38,5,5,1,10,5,4,3,5,6,5,2,3,4,2,6,3,3,1,.394169620347785,.538352118707369,.964833977758214,-1.01302065400516,6,2,6,2,5,2,5,1,1,4,6,6,4,4,3,2,2,2,1,1,1,60
392,0,30,5,5,1,15,2,6,3,4,1,5,2,5,4,3,4,2,4,4,1.23035604039193,1.42590561171141,.964833977758214,.504442937912773,4,3,2,5,6,5,7,6,4,5,4,4,5,5,5,4,5,4,4,2,1,60
393,0,40,8,5,1,10,1,2,6,6,1,6,2,2,1,6,5,1,5,5,.394169620347785,.538352118707369,-.604629292728481,.504442937912773,7,1,3,6,7,5,7,7,7,7,7,7,7,6,6,5,5,5,2,2,2,50
394,0,62,12,7,1,2,3,6,6,1,2,5,1,1,1,1,7,1,7,4,.394169620347785,.538352118707369,-1.38936092797183,-.254288858046192,6,1,1,7,7,6,6,5,7,7,7,7,1,1,1,7,7,7,6,1,2,25
395,0,33,3,3,2,1,3,4,6,2,2,7,2,6,6, ,6,5,7,2,.394169620347785,1.42590561171141,-.604629292728481,.504442937912773,5,2,3,6,5,6,2,2,2,7,3,6,5,5,6,5,6,5,6,6,1,36
396,0,42,5,20,1,12,4,4,5,4,4,5,4,5,4,4,6,4,5,5,1.23035604039193,.538352118707369,.964833977758214,-.254288858046192,5,3,2,6,5,5,6,6,6,6,7,5,6,6,6,6,6,6,5,1,2,50
397,0,25,2,1,1,3,6,5,6,5,6,5,6,6,4,4,4,5,4,5,1.23035604039193,2.31345910471545,2.53429724824491,2.0219065298307,6,2,3,6,6,5,6,6,5,6,5,5,5,6,5,6,5,5,6,5,3,40
398,0,36,2,1,1,4,1,7,3,1,1,4,1,1,1,1,6,1,5,3,.394169620347785,.538352118707369,1.74956561300156,.504442937912773,5,2,3,6,7,6,6,5,7,7,7,2,6,5,5,6,6,6,3,2,2,50
399,0,35,12,18,2,0,1,7,5,5,6,5,4,6,3,5,6,3,5,3,1.23035604039193,1.42590561171141,1.74956561300156,2.0219065298307,6,2,2,6,5,5,6,1,7,7,3,1,3,3,3,6,6,6,2,4,2,40
400,0,33,26,26,1,20,5,7,7,5,5,7,7,6,7,5,7,5,7,5,1.23035604039193,.538352118707369,.180102342514866,-.254288858046192,7,1,1,7,7,1,7,7,7,7,7,5,6,2,2,7,5,5,5,6,2,30
